"","site","species","Girth (cm)"
"2941",5,"Boswelia serrata",56
"2942",5,"Buchnania latifolia",28
"2943",5,"Buchnania latifolia",25
"2944",5,"Wrightia tinctoria",24
"2945",5,"Wrightia tinctoria",33
"2946",5,"Wrightia tinctoria",24
"2947",6,"Cassia montana",4
"2948",6,"Cassia montana",3
"2949",6,"Cassia montana",2
"2950",6,"Cassia montana",5
"2951",6,"Cassia montana",4
"2952",6,"Cassia montana",3
"2953",6,"Cassia montana",6
"2954",6,"Cassia montana",3
"2955",6,"Ixora parviflora",3
"2956",6,"Ixora parviflora",3
"2957",6,"Ixora parviflora",4
"2958",6,"Maytenus emarginata",18
"2959",6,"Maytenus emarginata",22
"2960",6,"Maytenus emarginata",27
"2961",6,"Hardwickia binata",41
"2962",6,"Hardwickia binata",58
"2963",6,"Hardwickia binata",60
"2964",6,"Hardwickia binata",51
"2965",6,"Gimnosporia emarginata",11
"2966",6,"Gimnosporia emarginata",12
"2967",6,"Gimnosporia emarginata",19
"2968",6,"Lantana camara",3
"2969",6,"Lantana camara",2
"2970",6,"Acacia sundra",4
"2971",6,"Acacia sundra",3
"2972",6,"Randia longispina",2
"2973",6,"Flacortia sepiaria",3
"2974",6,"Flacortia sepiaria",4
"2975",6,"Diospyros montana",14
"2976",6,"Diospyros montana",17
"2977",6,"Diospyros montana",24
"2978",6,"Ixora parviflora",12
"2979",6,"Ixora parviflora",11
"2980",6,"Gimnosporia emarginata",12
"2981",6,"Soumida febrifuga",35
"2982",6,"Soumida febrifuga",11
"2983",6,"Gimnosporia emarginata",19
"2984",6,"Gimnosporia emarginata",17
"2985",8,"Dodonaea viscosa",4
"2986",8,"Dodonaea viscosa",3
"2987",8,"Dodonaea viscosa",3
"2988",8,"Dodonaea viscosa",2
"2989",8,"Dodonaea viscosa",2
"2990",8,"Dodonaea viscosa",3.3
"2991",8,"Dodonaea viscosa",2.5
"2992",8,"Dodonaea viscosa",3.5
"2993",8,"Dodonaea viscosa",2
"2994",8,"Dodonaea viscosa",2.2
"2995",8,"Dodonaea viscosa",3
"2996",8,"Dodonaea viscosa",2.6
"2997",8,"Dodonaea viscosa",2
"2998",8,"Dodonaea viscosa",3.3
"2999",8,"Dodonaea viscosa",4
"3000",8,"Dodonaea viscosa",3
"3001",8,"Dodonaea viscosa",3.2
"3002",8,"Acacia chundra",24
"3003",8,"Acacia chundra",27
"3004",8,"Acacia chundra",33
"3005",8,"Acacia chundra",16
"3006",8,"Anogeissus latifolia",12
"3007",8,"Gimnosporia emarginata",14
"3008",8,"Gimnosporia emarginata",12
"3009",8,"Acacia chundra",17
"3010",8,"Acacia chundra",23
"3011",9,"Randia longispina",4
"3012",9,"Randia longispina",5
"3013",9,"Anogeissus latifolia",6
"3014",9,"Anogeissus latifolia",4
"3015",9,"Randia longispina",6
"3016",9,"Randia longispina",6
"3017",9,"Randia longispina",8
"3018",9,"Anogeissus latifolia",11
"3019",9,"Anogeissus latifolia",13
"3020",9,"Acacia sundra",12
"3021",9,"Acacia sundra",11
"3022",9,"Anogeissus latifolia",10.5
"3023",9,"Acacia sundra",11
"3024",9,"Anogeissus latifolia",11.2
"3025",9,"Anogeissus latifolia",12
"3026",9,"Anogeissus latifolia",12.2
"3027",9,"Anogeissus latifolia",10.5
"3028",9,"Anogeissus latifolia",12
"3029",9,"Anogeissus latifolia",11
"3030",9,"Anogeissus latifolia",12
"3031",10,"Acacia sundra",3
"3032",10,"Acacia sundra",6
"3033",10,"Acacia sundra",4
"3034",10,"Acacia sundra",7
"3035",10,"Cassia montana",6
"3036",10,"Cassia montana",2.5
"3037",10,"Cassia montana",3
"3038",10,"Cassia montana",4
"3039",10,"Cassia montana",8
"3040",10,"Cassia montana",5
"3041",10,"Cassia fistula",28
"3042",10,"Cassia fistula",26
"3043",10,"Cassia fistula",24
"3044",10,"Ixora parviflora",22
"3045",10,"Acacia sundra",11
"3046",10,"Acacia sundra",10.5
"3047",10,"Cassia fistula",28
"3048",10,"Acacia sundra",11
"3049",10,"Acacia sundra",14
"3050",1,"Ixora parviflora",3
"3051",1,"Ixora parviflora",4
"3052",1,"Ixora parviflora",2.5
"3053",1,"Ixora parviflora",3.5
"3054",1,"Ixora parviflora",4.5
"3055",1,"Acacia sundra",3.4
"3056",1,"Acacia sundra",3
"3057",1,"Acacia sundra",5
"3058",1,"Acacia sundra",2.8
"3059",1,"Wrightia tinctoria",33
"3060",1,"Wrightia tinctoria",47
"3061",1,"Boswelia serrata",54
"3062",1,"Boswelia serrata",30
"3063",1,"Boswelia serrata",22
"3064",2,"Cassia montana",4
"3065",2,"Cassia montana",4.5
"3066",2,"Cassia montana",3
"3067",2,"Cassia montana",5
"3068",2,"Cassia montana",3
"3069",2,"Cassia montana",3.4
"3070",2,"Cassia montana",2.5
"3071",2,"Cassia montana",3.3
"3072",2,"Cassia montana",3
"3073",2,"#N/A",30
"3074",2,"#N/A",49
"3075",2,"#N/A",32
"3076",2,"Soumida febrifuga",11
"3077",2,"Gardenia gummifera",24
"3078",2,"Gardenia gummifera",12
"3079",2,"Gardenia gummifera",16
"3080",2,"Gardenia gummifera",11.5
"3081",2,"Gardenia gummifera",13
"3082",2,"Ixora parviflora",14
"3083",2,"Ixora parviflora",16
"3084",2,"Wrightia tinctoria",53
"3085",2,"Wrightia tinctoria",24
"3086",2,"Wrightia tinctoria",19
"3087",2,"Tamarindus indica",63
"3088",2,"Tamarindus indica",65
"3089",2,"Alangium salvifolium",18
"3090",2,"Alangium salvifolium",20
"3091",2,"Alangium salvifolium",15
"3092",2,"Alangium salvifolium",14
"3093",2,"Alangium salvifolium",25
"3094",3,"Ixora parviflora",3
"3095",3,"Ixora parviflora",4
"3096",3,"Ixora parviflora",5
"3097",3,"Ixora parviflora",6
"3098",3,"Ixora parviflora",8
"3099",3,"Ixora parviflora",7
"3100",3,"Gyrocarpus americanus",30
"3101",3,"Gyrocarpus americanus",36
"3102",3,"Ixora parviflora",14
"3103",3,"Ixora parviflora",16
"3104",3,"Ixora parviflora",24
"3105",3,"Ixora parviflora",17
"3106",3,"Ixora parviflora",23
"3107",3,"Ixora parviflora",11
"3108",3,"Acacia sundra",13
"3109",3,"Acacia sundra",14
"3110",3,"Acacia sundra",13
"3111",3,"Ixora parviflora",11
"3112",3,"Ixora parviflora",10.5
"3113",3,"Ixora parviflora",29
"3114",3,"Wrightia tinctoria",48
"3115",3,"Wrightia tinctoria",54
"3116",3,"Boswelia serrata",54
"3117",4,"Tectonia grandis",5.5
"3118",4,"Tectonia grandis",3
"3119",4,"Tectonia grandis",9
"3120",4,"Tectonia grandis",9.2
"3121",4,"Randia longispina",3
"3122",4,"Randia longispina",4
"3123",4,"Ixora parviflora",7
"3124",4,"Ixora parviflora",9
"3125",4,"Ixora parviflora",7.2
"3126",4,"Diospyros chloroxylon",2.5
"3127",5,"Dodonaea viscosa",2.5
"3128",5,"Dodonaea viscosa",2
"3129",5,"Dodonaea viscosa",3.5
"3130",5,"Dodonaea viscosa",2.5
"3131",5,"Dodonaea viscosa",3.5
"3132",5,"Dodonaea viscosa",2
"3133",5,"Chomelia  asiatica",2.5
"3134",5,"Chomelia  asiatica",3
"3135",5,"Chomelia  asiatica",2
"3136",5,"Chomelia  asiatica",2.5
"3137",5,"Dodonaea viscosa",3
"3138",5,"Dodonaea viscosa",2.5
"3139",5,"Dodonaea viscosa",2.5
"3140",5,"Dodonaea viscosa",5.5
"3141",5,"Dodonaea viscosa",5
"3142",5,"Dodonaea viscosa",3.5
"3143",5,"Diospyros chloroxylon",12
"3144",5,"Diospyros chloroxylon",12
"3145",5,"Diospyros chloroxylon",12
"3146",5,"Diospyros chloroxylon",13
"3147",5,"Diospyros chloroxylon",11
"3148",5,"Diospyros chloroxylon",16
"3149",5,"Diospyros chloroxylon",15
"3150",5,"Diospyros chloroxylon",17
"3151",5,"Diospyros chloroxylon",19
"3152",5,"Diospyros chloroxylon",17
"3153",5,"Diospyros chloroxylon",14
"3154",5,"Gimnosporia emarginata",23
"3155",5,"Gimnosporia emarginata",20
"3156",5,"Gimnosporia emarginata",20
"3157",5,"Gimnosporia emarginata",19
"3158",5,"Gimnosporia emarginata",17
"3159",5,"Diospyros chloroxylon",11.5
"3160",5,"Diospyros chloroxylon",11
"3161",5,"Diospyros chloroxylon",23
"3162",5,"Diospyros chloroxylon",10.5
"3163",6,"Terminalia bellirica",3
"3164",6,"Terminalia bellirica",3.5
"3165",6,"Terminalia bellirica",3
"3166",6,"Acacia sundra",4
"3167",6,"Acacia sundra",3.5
"3168",6,"Acacia sundra",6
"3169",6,"Acacia sundra",4.5
"3170",6,"Terminalia bellirica",25.5
"3171",6,"Boswelia serrata",18
"3172",6,"Boswelia serrata",19
"3173",6,"Boswelia serrata",30
"3174",6,"Wrightia tinctoria",42
"3175",6,"Wrightia tinctoria",27
"3176",6,"Wrightia tinctoria",33
"3177",6,"Wrightia tinctoria",46
"3178",6,"Dalbergia paniculata",43
"3179",7,"Diospyros montana",4
"3180",7,"Diospyros montana",6
"3181",7,"Diospyros montana",9
"3182",7,"Diospyros montana",7
"3183",7,"Plectronia parviflora",3
"3184",7,"Plectronia parviflora",4
"3185",7,"Maytenus emarginata",3.5
"3186",7,"Maytenus emarginata",4
"3187",7,"Dodonaea viscosa",2.5
"3188",7,"Tectonia grandis",20
"3189",7,"Tectonia grandis",19
"3190",7,"Tectonia grandis",18.3
"3191",7,"Tectonia grandis",18.5
"3192",7,"Tectonia grandis",11
"3193",7,"Tectonia grandis",12
"3194",7,"Tectonia grandis",14
"3195",7,"Tectonia grandis",13
"3196",7,"Tectonia grandis",12
"3197",7,"Tectonia grandis",16
"3198",7,"Tectonia grandis",12
"3199",7,"Tectonia grandis",15
"3200",7,"Tectonia grandis",11
"3201",7,"Tectonia grandis",35.3
"3202",7,"Tectonia grandis",12
"3203",7,"Tectonia grandis",12
"3204",7,"Maytenus emarginata",22
"3205",7,"Ixora parviflora",12
"3206",7,"Ixora parviflora",18
"3207",8,"Diospyros melanoxylon",5
"3208",8,"Diospyros melanoxylon",4
"3209",8,"Diospyros melanoxylon",3.5
"3210",8,"Diospyros melanoxylon",3
"3211",8,"Diospyros melanoxylon",4.3
"3212",8,"Diospyros melanoxylon",2
"3213",8,"Diospyros melanoxylon",16
"3214",8,"Diospyros melanoxylon",17
"3215",8,"Diospyros melanoxylon",13
"3216",8,"Diospyros melanoxylon",15
"3217",8,"Diospyros melanoxylon",12
"3218",8,"Diospyros melanoxylon",16
"3219",8,"Diospyros melanoxylon",13
"3220",8,"Diospyros melanoxylon",17
"3221",8,"Anogeissus latifolia",23
"3222",8,"Holoptelia intergrifolia",12
"3223",8,"Ixora parviflora",12
"3224",8,"Ixora parviflora",14
"3225",8,"Anogeissus latifolia",24
"3226",9,"Gimnosporia emarginata",6
"3227",9,"Dodonaea viscosa",4
"3228",9,"Dodonaea viscosa",7
"3229",9,"Dodonaea viscosa",4
"3230",9,"Dodonaea viscosa",3
"3231",9,"Dodonaea viscosa",5
"3232",9,"Dodonaea viscosa",3
"3233",9,"Dodonaea viscosa",4
"3234",9,"Diospyros chloroxylon",6
"3235",9,"Diospyros chloroxylon",4
"3236",9,"Diospyros melanoxylon",4
"3237",9,"Diospyros melanoxylon",5
"3238",9,"Dodonaea viscosa",3
"3239",9,"Diospyros melanoxylon",3.5
"3240",9,"Dodonaea viscosa",6
"3241",9,"Buchnania latifolia",47
"3242",9,"Hardwickia binata",47
"3243",9,"Boswelia serrata",48
"3244",9,"Anogeissus latifolia",13
"3245",9,"Anogeissus latifolia",11
"3246",9,"Anogeissus latifolia",14
"3247",9,"Anogeissus latifolia",12
"3248",9,"Terminalia bellirica",14
"3249",9,"Premna tomentosa",16
"3250",9,"Anogeissus latifolia",19
"3251",9,"Anogeissus latifolia",17
"3252",9,"Boswelia serrata",63
"3253",9,"Boswelia serrata",43
"3254",9,"Anogeissus latifolia",14
"3255",9,"Anogeissus latifolia",13
"3256",9,"Diospyros chloroxylon",19
"3257",9,"Anogeissus latifolia",13
"3258",9,"Anogeissus latifolia",22
"3259",9,"Terminalia bellirica",14
"3260",10,"Cassia montana",4
"3261",10,"Cassia montana",3
"3262",10,"Diospyros chloroxylon",2
"3263",10,"Diospyros chloroxylon",3
"3264",10,"Diospyros chloroxylon",2.5
"3265",10,"Cassia montana",3.5
"3266",10,"Ziziphus glabrata",55
"3267",10,"Ziziphus glabrata",40
"3268",10,"Ziziphus glabrata",50
"3269",10,"Ziziphus glabrata",45
"3270",10,"Ziziphus glabrata",50
"3271",10,"Ixora parviflora",22
"3272",10,"Ixora parviflora",27
"3273",10,"Terminalia bellirica",26
"3274",10,"Terminalia bellirica",28
"3275",10,"Ziziphus glabrata",31
"3276",10,"Ixora parviflora",17
"3277",10,"Wrightia tinctoria",40
"3278",10,"Buchnania latifolia",49
"3279",10,"Buchnania latifolia",25
"3280",1,"Wrightia tinctoria",19
"3281",1,"Wrightia tinctoria",26
"3282",1,"Wrightia tinctoria",22
"3283",1,"Wrightia tinctoria",20
"3284",1,"Wrightia tinctoria",16
"3285",1,"Wrightia tinctoria",21
"3286",1,"Wrightia tinctoria",29
"3287",1,"Wrightia tinctoria",16
"3288",1,"Tectonia grandis",22
"3289",1,"Tectonia grandis",15
"3290",1,"Dolichandrone atrovirens",44
"3291",1,"Dolichandrone atrovirens",39
"3292",1,"Dolichandrone atrovirens",21
"3293",1,"Dolichandrone atrovirens",17
"3294",1,"Dolichandrone atrovirens",49
"3295",1,"Dolichandrone atrovirens",28
"3296",2,"Dolichandrone atrovirens",4
"3297",2,"Dolichandrone atrovirens",4
"3298",2,"Dolichandrone atrovirens",2
"3299",2,"Dolichandrone atrovirens",2
"3300",2,"Dolichandrone atrovirens",4
"3301",2,"Dolichandrone atrovirens",2
"3302",2,"Wrightia tinctoria",64
"3303",2,"Wrightia tinctoria",28
"3304",2,"Wrightia tinctoria",31
"3305",2,"Wrightia tinctoria",27
"3306",2,"Wrightia tinctoria",29
"3307",2,"Wrightia tinctoria",32
"3308",2,"Wrightia tinctoria",22
"3309",2,"Wrightia tinctoria",40
"3310",2,"Wrightia tinctoria",18
"3311",2,"Wrightia tinctoria",21
"3312",3,"Dolichandrone atrovirens",4
"3313",3,"Dolichandrone atrovirens",2
"3314",3,"Dolichandrone atrovirens",2
"3315",3,"Dolichandrone atrovirens",25
"3316",3,"Dolichandrone atrovirens",40
"3317",3,"Dolichandrone atrovirens",26
"3318",3,"Acacia chundra",37
"3319",3,"Acacia chundra",35
"3320",3,"Acacia chundra",15
"3321",3,"Dolichandrone atrovirens",59
"3322",3,"Dolichandrone atrovirens",20
"3323",3,"Dolichandrone atrovirens",26
"3324",3,"Dolichandrone atrovirens",40
"3325",3,"Dolichandrone atrovirens",16
"3326",4,"Cassia montana",5
"3327",4,"Cassia montana",4
"3328",4,"Cassia montana",3
"3329",4,"Cassia montana",3
"3330",4,"Cassia montana",3
"3331",4,"Cassia montana",4
"3332",4,"Dolichandrone atrovirens",64
"3333",4,"Dolichandrone atrovirens",29
"3334",4,"Dolichandrone atrovirens",16
"3335",4,"Acacia chundra",28
"3336",4,"Acacia chundra",27
"3337",4,"Acacia chundra",16
"3338",4,"#N/A",27
"3339",4,"Acacia chundra",58
"3340",4,"Acacia chundra",15
"3341",4,"Acacia chundra",42
"3342",4,"Acacia chundra",45
"3343",4,"Acacia chundra",27
"3344",4,"Acacia chundra",15
"3345",4,"Wrightia tinctoria",23
"3346",4,"Wrightia tinctoria",31
"3347",5,"Dolichandrone atrovirens",59
"3348",6,"Chloroxylon swietenia",19
"3349",6,"Chloroxylon swietenia",19
"3350",6,"Chloroxylon swietenia",40
"3351",6,"Acacia chundra",32
"3352",6,"Acacia chundra",15
"3353",6,"Acacia chundra",32
"3354",6,"Acacia chundra",26
"3355",6,"Acacia chundra",34
"3356",6,"Acacia chundra",38
"3357",6,"Acacia chundra",31
"3358",6,"Acacia chundra",19
"3359",6,"Acacia chundra",33
"3360",6,"Chloroxylon swietenia",35
"3361",6,"Chloroxylon swietenia",34
"3362",6,"Chloroxylon swietenia",28
"3363",6,"Chloroxylon swietenia",29
"3364",6,"Chloroxylon swietenia",48
"3365",6,"Chloroxylon swietenia",27
"3366",6,"Chloroxylon swietenia",36
"3367",6,"Cassia fistula",18
"3368",7,"Cassia auriculata",4
"3369",7,"Cassia auriculata",4
"3370",7,"Cassia auriculata",3
"3371",7,"Cassia auriculata",5
"3372",7,"Cassia auriculata",3
"3373",7,"Cassia auriculata",5
"3374",7,"Cassia auriculata",3
"3375",7,"Wrightia tinctoria",52
"3376",7,"Wrightia tinctoria",34
"3377",7,"Wrightia tinctoria",27
"3378",7,"Acacia chundra",56
"3379",7,"Acacia chundra",19
"3380",7,"Acacia chundra",20
"3381",7,"Acacia chundra",42
"3382",7,"Butea monosperma",48
"3383",7,"Wrightia tinctoria",26
"3384",7,"Wrightia tinctoria",23
"3385",7,"Wrightia tinctoria",38
"3386",7,"Wrightia tinctoria",47
"3387",8,"Dolichandrone atrovirens",47
"3388",8,"Dolichandrone atrovirens",19
"3389",8,"Dolichandrone atrovirens",41
"3390",8,"Dolichandrone atrovirens",32
"3391",8,"Dolichandrone atrovirens",40
"3392",8,"Dolichandrone atrovirens",29
"3393",8,"Dolichandrone atrovirens",15
"3394",8,"Chloroxylon swietenia",54
"3395",8,"Wrightia tinctoria",33
"3396",8,"Wrightia tinctoria",18
"3397",8,"Dolichandrone atrovirens",20
"3398",8,"Dolichandrone atrovirens",41
"3399",8,"Dolichandrone atrovirens",21
"3400",8,"Dolichandrone atrovirens",53
"3401",8,"Dolichandrone atrovirens",16
"3402",8,"Dolichandrone atrovirens",45
"3403",8,"Dolichandrone atrovirens",39
"3404",8,"Dolichandrone atrovirens",35
"3405",9,"Chloroxylon swietenia",35
"3406",9,"Chloroxylon swietenia",25
"3407",9,"Chloroxylon swietenia",39
"3408",9,"Azadirachata indica",48
"3409",9,"Wrightia tinctoria",20
"3410",10,"Wrightia tinctoria",36
"3411",10,"Dolichandrone atrovirens",57
"3412",10,"Dolichandrone atrovirens",22
"3413",10,"Dolichandrone atrovirens",47
"3414",1,"Cassia montana",4
"3415",1,"Cassia montana",3
"3416",1,"Cassia montana",3
"3417",1,"Cassia montana",2
"3418",1,"Cassia montana",2.5
"3419",1,"Cassia montana",1.5
"3420",1,"Cassia montana",2
"3421",1,"Cassia montana",2
"3422",1,"Cassia montana",2
"3423",1,"Cassia montana",1.5
"3424",1,"Cassia montana",1
"3425",1,"Dolichandrone atrovirens",17
"3426",1,"Dolichandrone atrovirens",27
"3427",1,"Dolichandrone atrovirens",19
"3428",1,"Dolichandrone atrovirens",32
"3429",1,"Dolichandrone atrovirens",15
"3430",1,"Dolichandrone atrovirens",23
"3431",2,"Cassia montana",2
"3432",2,"Cassia montana",2
"3433",2,"Cassia montana",2
"3434",2,"Cassia montana",1
"3435",2,"Cassia montana",1.5
"3436",2,"Cassia montana",1
"3437",2,"Dolichandrone atrovirens",16
"3438",2,"Dolichandrone atrovirens",25
"3439",2,"Wrightia tinctoria",18
"3440",2,"Dolichandrone atrovirens",27
"3441",2,"Dolichandrone atrovirens",23
"3442",2,"Dolichandrone atrovirens",17
"3443",2,"Dolichandrone atrovirens",24
"3444",2,"Dolichandrone atrovirens",27
"3445",2,"Dolichandrone atrovirens",28
"3446",2,"Dolichandrone atrovirens",19
"3447",2,"Dolichandrone atrovirens",20
"3448",3,"Cassia montana",3
"3449",3,"Cassia montana",3
"3450",3,"Cassia montana",2
"3451",3,"Cassia montana",2.5
"3452",3,"Cassia montana",3
"3453",3,"Cassia montana",4
"3454",3,"Cassia montana",2
"3455",3,"Dolichandrone atrovirens",20
"3456",3,"Dolichandrone atrovirens",17
"3457",3,"Dolichandrone atrovirens",17
"3458",3,"Dolichandrone atrovirens",36
"3459",3,"Dolichandrone atrovirens",37
"3460",3,"Dolichandrone atrovirens",30
"3461",3,"Dolichandrone atrovirens",40
"3462",3,"Dolichandrone atrovirens",21
"3463",3,"Dolichandrone atrovirens",15
"3464",3,"Dolichandrone atrovirens",17
"3465",3,"Dolichandrone atrovirens",20
"3466",3,"Dolichandrone atrovirens",33
"3467",3,"Dolichandrone atrovirens",17
"3468",3,"Dolichandrone atrovirens",18
"3469",3,"Dolichandrone atrovirens",18
"3470",3,"Dolichandrone atrovirens",33
"3471",4,"Dolichandrone atrovirens",6
"3472",4,"Dolichandrone atrovirens",24
"3473",4,"Dolichandrone atrovirens",15
"3474",4,"Dolichandrone atrovirens",16
"3475",4,"Dolichandrone atrovirens",20
"3476",4,"Dolichandrone atrovirens",16
"3477",4,"Dolichandrone atrovirens",15
"3478",4,"Dolichandrone atrovirens",21
"3479",4,"Dolichandrone atrovirens",16
"3480",4,"Dolichandrone atrovirens",27
"3481",4,"Dolichandrone atrovirens",18
"3482",4,"Dolichandrone atrovirens",39
"3483",4,"Dolichandrone atrovirens",17
"3484",4,"Dolichandrone atrovirens",18
"3485",4,"Dolichandrone atrovirens",22
"3486",4,"Dolichandrone atrovirens",25
"3487",4,"Dolichandrone atrovirens",19
"3488",4,"Dolichandrone atrovirens",20
"3489",4,"Dolichandrone atrovirens",15
"3490",4,"Dolichandrone atrovirens",28
"3491",5,"Randia longispina",6
"3492",5,"Randia longispina",6
"3493",5,"Dolichandrone atrovirens",14
"3494",5,"Cassia fistula",19
"3495",5,"Dolichandrone atrovirens",24
"3496",5,"Dolichandrone atrovirens",23
"3497",5,"Dolichandrone atrovirens",28
"3498",5,"Dolichandrone atrovirens",26
"3499",5,"Dolichandrone atrovirens",21
"3500",5,"Dolichandrone atrovirens",27
"3501",5,"Dolichandrone atrovirens",16
"3502",5,"Dolichandrone atrovirens",15
"3503",5,"Dolichandrone atrovirens",20
"3504",5,"Cassia fistula",19
"3505",5,"Cassia fistula",16
"3506",6,"Cassia montana",3
"3507",6,"Cassia montana",3
"3508",6,"Cassia montana",2.5
"3509",6,"Cassia montana",2
"3510",6,"Cassia montana",2
"3511",6,"Cassia montana",2
"3512",6,"Cassia montana",1
"3513",6,"Dolichandrone atrovirens",3
"3514",6,"Dolichandrone atrovirens",3
"3515",6,"Cassia montana",1
"3516",6,"Cassia montana",1
"3517",7,"Dolichandrone atrovirens",2
"3518",7,"Dolichandrone atrovirens",2
"3519",7,"Dolichandrone atrovirens",3
"3520",7,"Dolichandrone atrovirens",1
"3521",7,"Dolichandrone atrovirens",2
"3522",7,"Dolichandrone atrovirens",1
"3523",7,"Cassia montana",2
"3524",7,"Cassia montana",3
"3525",7,"Cassia montana",3
"3526",7,"Cassia montana",2
"3527",7,"Cassia montana",1
"3528",7,"Cassia montana",3
"3529",7,"Cassia montana",1
"3530",7,"Cassia montana",2
"3531",7,"Dolichandrone atrovirens",2
"3532",7,"Dolichandrone atrovirens",1
"3533",7,"Cassia montana",2.5
"3534",7,"Cassia montana",2
"3535",7,"Cassia montana",1
"3536",7,"Cassia montana",2
"3537",7,"Cassia montana",3
"3538",7,"Cassia montana",2
"3539",7,"Cassia montana",3
"3540",7,"Cassia montana",2
"3541",7,"Cassia montana",4
"3542",7,"Butea monosperma",15
"3543",7,"Dolichandrone atrovirens",18
"3544",7,"Dolichandrone atrovirens",22
"3545",7,"Dolichandrone atrovirens",16
"3546",7,"Dolichandrone atrovirens",16
"3547",7,"Dolichandrone atrovirens",15
"3548",7,"Dolichandrone atrovirens",15
"3549",8,"Dolichandrone atrovirens",16
"3550",8,"Dolichandrone atrovirens",16
"3551",8,"Dolichandrone atrovirens",21
"3552",8,"Dolichandrone atrovirens",15
"3553",8,"Dolichandrone atrovirens",18
"3554",8,"Dolichandrone atrovirens",16
"3555",8,"Dolichandrone atrovirens",22
"3556",8,"Dolichandrone atrovirens",24
"3557",8,"Dolichandrone atrovirens",17
"3558",8,"Dolichandrone atrovirens",20
"3559",8,"Dolichandrone atrovirens",15
"3560",8,"Dolichandrone atrovirens",20
"3561",8,"Dolichandrone atrovirens",17
"3562",8,"Dolichandrone atrovirens",17
"3563",9,"Cassia montana",2
"3564",9,"Cassia montana",2
"3565",9,"Cassia montana",1.5
"3566",9,"Cassia montana",1
"3567",9,"Dolichandrone atrovirens",3
"3568",9,"Dolichandrone atrovirens",3
"3569",9,"Dolichandrone atrovirens",25
"3570",9,"Dolichandrone atrovirens",23
"3571",9,"Dolichandrone atrovirens",26
"3572",9,"Chloroxylon swietenia",16
"3573",9,"Dolichandrone atrovirens",20
"3574",9,"Dolichandrone atrovirens",15
"3575",9,"Dolichandrone atrovirens",21
"3576",9,"Dolichandrone atrovirens",17
"3577",9,"Dolichandrone atrovirens",23
"3578",9,"Dolichandrone atrovirens",21
"3579",9,"Dolichandrone atrovirens",17
"3580",9,"Dolichandrone atrovirens",18
"3581",9,"Dolichandrone atrovirens",15
"3582",10,"Cassia montana",3
"3583",10,"Cassia montana",2
"3584",10,"Cassia montana",1
"3585",10,"Cassia montana",2
"3586",10,"Cassia montana",1
"3587",10,"Cassia montana",1
"3588",10,"Dodonaea viscosa",1
"3589",10,"Dodonaea viscosa",1
"3590",10,"Dodonaea viscosa",1
"3591",10,"Dolichandrone atrovirens",16
"3592",10,"Dolichandrone atrovirens",29
"3593",10,"Dolichandrone atrovirens",27
"3594",10,"Dolichandrone atrovirens",17
"3595",10,"Dolichandrone atrovirens",30
"3596",10,"Dolichandrone atrovirens",15
"3597",10,"Dolichandrone atrovirens",31
"3598",10,"Dolichandrone atrovirens",15
"3599",10,"Dolichandrone atrovirens",21
"3600",10,"Dolichandrone atrovirens",25
"3601",7,"Lantana camara",3
"3602",7,"Lantana camara",2
"3603",7,"Acacia chundra",4
"3604",7,"Acacia chundra",3
"3605",7,"Randai spinosa",2
"3606",7,"Flacourtia indica",3
"3607",7,"Flacourtia indica",4
"3608",7,"Diospyros montana",14
"3609",7,"Diospyros montana",17
"3610",7,"Diospyros montana",24
"3611",7,"Ixora parviflora",12
"3612",7,"Ixora parviflora",11
"3613",7,"Gymnosporia emarginata",12
"3614",7,"Soumida febrifuga",35
"3615",7,"Soumida febrifuga",11
"3616",7,"Gymnosporia emarginata",19
"3617",7,"Gymnosporia emarginata",17
"3618",1,"Tectona grandis",1
"3619",1,"Wrightia tinctoria",22
"3620",1,"Dolichandrone atrovirens",32
"3621",1,"Dolichandrone atrovirens",33
"3622",1,"Wrightia tinctoria",23
"3623",1,"Wrightia tinctoria",17
"3624",1,"Wrightia tinctoria",15.5
"3625",1,"Dolichandrone atrovirens",30
"3626",1,"Dolichandrone atrovirens",47
"3627",1,"Dolichandrone atrovirens",20
"3628",1,"Dolichandrone atrovirens",23
"3629",1,"Dolichandrone atrovirens",29
